question_id,category,abstract,content,abstract_ko,abstract_en,content_ko,content_en
Qe3c9009a099a,策,,"王若曰: 帝王之治, 必有其道, 帝王之學, 必有其法. 堯舜禹湯文武之爲君, 其所以爲治而所以爲學, 可得聞其詳歟? 厥後漢·魏·秦·隋·唐·宋之君治與學, 其有可法者歟? 抑無可戒者歟? 吾東方有國, 自箕子之朝鮮, 以及前朝, 其有治與學之可言者歟? 我太上王, 應運開國, 予以否德, 纘承丕緖, 夙夜祗懼, 罔知攸濟, 非不有志於治, 而未見其效, 非不有志於學, 而未見其成, 何修而可以至於二帝三王治與學之萬一歟? 爲治之道, 何者爲綱, 何者爲目, 而爲學之法, 何者爲本, 何者爲末歟? 其所以終始用力之方, 又安在乎? 諸子博通經史, 必有能言是者, 願聞其說.",,,"왕이 말씀하시기를: ""제왕의 통치에는 반드시 그 도가 있고, 제왕의 학문에는 반드시 그 법도가 있다. 요순우탕문무가 군주로서 행한 통치와 학문의 상세한 내용을 들을 수 있겠는가? 그 이후 한·위·진·수·당·송 군주들의 통치와 학문 중에 본받을 만한 것이 있는가? 혹은 경계할 만한 것이 없는가? 우리 동방의 나라로서 기자조선으로부터 전조에 이르기까지 통치와 학문에 관해 말할 만한 것이 있는가? 우리 태상왕께서 시운을 맞아 개국하시고, 나는 부덕하나마 큰 뒤를 이어받아 밤낮으로 두려워하며 어찌할 바를 알지 못하니, 통치에 뜻이 없는 것이 아니로되 그 효과를 보지 못하였고, 학문에 뜻이 없는 것이 아니로되 그 성취를 보지 못하였다. 어떻게 하면 이제삼왕의 통치와 학문의 만분의 일이라도 이를 수 있겠는가? 통치의 도에서 어떤 것이 강령이고 어떤 것이 조목이며, 학문의 법도에서 어떤 것이 근본이고 어떤 것이 말단인가? 시종 힘을 쓰는 방도는 또 어디에 있는가? 제공들은 경서와 역사에 널리 통하였으니 반드시 이를 말할 수 있는 자가 있을 것이다. 그 설명을 듣고자 한다.""","The king said: ""The governance of emperors and kings must have its way, and the learning of emperors and kings must have its method. Can I hear in detail how the rulers Yao, Shun, Yu, Tang, Wen, and Wu governed and learned? Among the rulers of Han, Wei, Qin, Sui, Tang, and Song dynasties that followed, were there examples to follow? Or were there warnings to heed? In our Eastern land, from Gija's Joseon to the previous dynasty, were there matters of governance and learning worth mentioning? My royal predecessor founded this nation according to heaven's will, and I, despite my inadequacies, have inherited this great legacy. Day and night I am filled with apprehension, not knowing how to proceed. It is not that I lack the will to govern, but I have not seen results; not that I lack the will to learn, but I have not seen achievement. How should I cultivate myself to reach even a fraction of the governance and learning of the Two Emperors and Three Kings? In the way of governance, what is fundamental and what is secondary? In the method of learning, what is essential and what is peripheral? Where lies the approach to applying effort from beginning to end? Among you who are well-versed in classics and histories, surely there are those who can speak to these matters. I wish to hear your explanations."""
Qef4a172c37a2,,,自古有國家者。必立制度以興一代之治。然在草創。未遑制作。必待守成而後定。故文武造周。至成王而禮樂大備。漢自高帝以歷文，景。稽古禮文之事猶多闕焉。及至武帝。興太學。改正朔。易服色。協音律。漢家制度於是乎備。號令文章。煥焉可述。後之論者。乃以文，景比擬成，康。而不及武帝。何歟。自是厥後。世道日降。曰唐曰宋。治不古若。禮樂制度。無足議爲也。恭惟我太上王神武應期。肇開邦國。創業垂統。規模宏大。上王承緖。讓于有德。今我主上殿下以聰明冠古之資。精一執中之學。持盈守成。文致太平。禮樂之興。維其時矣。草創因循。以至今日。而禮樂之未備。制度之未定。豈無可言者歟。內而成均五部。外而府州郡縣。皆置師生。講明經術。學校不可謂不興也。然而文廟之建。踰年未成。人材之出。視古不加。何以致敎養之實。而得人材之盛歟。宗廟_享之有其制。會朝班序之有其儀。禮樂不可謂不備也。然而玄牡之用。未變其禮。是可因而不可革者歟。登歌下管之節。尙襲前朝之律。廟中之樂。其已備乎。文德武德之曲。猶雜女樂之_。_享之樂。其已正乎。且此二曲。詠歌太上受命之德。獨可奏之_享。而不可薦之宗廟歟。何以使廟樂鼎新而音律之皆協。_樂皆雅而倡優之不雜。以成治世之正音歟。儀章之等已辨。而上下服色之無定。公服可以辨色。而私服難可以有辨歟。禮典之書已成。而節文詳定之無已。將其書未備而然歟。抑奉行者不能推類以通。而必欲更定歟。何以使上下有服而不至於混淆。節文皆具而不輕於變易。以成永世之大典歟。淫祀汰矣。而巫覡之風未殄。何以使人明於義理而不惑於鬼神歟。_役_矣。而愁歎之聲未息。何以使民安於生養而不困於賦斂歟。伊欲使沿革合其宜而制度定。情文得其備而禮樂興。神人和而妖誕息。民俗美而頌聲作。致治之盛。比隆成周。以爲萬世無疆之休。必有其道。諸君子講明經濟之學久矣。其悉心以對。以副我殿下求賢圖治之美意。,,,"예로부터 나라를 가진 자는 반드시 제도를 세워 한 시대의 다스림을 일으켰다. 그러나 초창기에는 제도를 만들 겨를이 없어, 반드시 기반이 잡힌 후에야 정하게 된다. 그래서 문왕과 무왕이 주나라를 세웠으나 성왕에 이르러서야 예악이 크게 갖추어졌다. 한나라는 고제로부터 문제와 경제를 거치면서도 옛 예문의 일이 많이 빠져있었다. 무제에 이르러서야 태학을 일으키고, 정삭을 바로잡고, 복색을 바꾸고, 음률을 조화롭게 하여 한나라의 제도가 비로소 갖추어졌으며, 호령과 문장이 빛나게 서술될 만했다. 후대의 논자들이 문제와 경제를 성왕, 강왕에 비유하고 무제에는 미치지 못한다고 하니 어찌된 일인가. 이로부터 세상의 도가 날로 떨어져, 당과 송은 다스림이 옛만 못하고 예악제도가 논할 만한 것이 없었다. 

삼가 생각건대 우리 태상왕께서 신무로써 시기에 응하여 나라를 열고 기업을 창시하여 통을 드리우시니 규모가 크고 웅대하였다. 상왕께서 그 뒤를 이어받아 덕 있는 자에게 양위하시고, 지금 우리 주상전하께서 총명이 옛을 뛰어넘는 자질과 정일집중의 학문으로 가득함을 지키고 성취를 이루어 문치태평을 이루시니, 예악의 흥성은 바로 이때이다. 

초창기부터 이어져 오늘에 이르기까지 예악이 갖추어지지 않고 제도가 정해지지 않은 것에 대해 말할 만한 것이 없겠는가. 안으로는 성균관과 오부, 밖으로는 부주군현에 모두 스승과 제자를 두어 경술을 강명하니 학교가 흥하지 않았다고 할 수 없다. 그러나 문묘의 건립이 해를 넘기도록 이루어지지 않았고, 인재의 배출이 옛만 못하니, 어떻게 교육의 실질을 이루고 인재를 풍성하게 얻을 수 있겠는가.

종묘제사에는 그 제도가 있고, 조회의 반열에도 그 의식이 있어 예악이 갖추어지지 않았다고 할 수 없다. 그러나 제사의 예가 바뀌지 않았으니, 이는 그대로 둘 수 있고 고칠 수 없는 것인가. 등가하관의 절주가 아직도 전조의 율을 따르니, 묘중의 악이 이미 갖추어졌는가. 문덕무덕의 곡조가 아직도 여악의","From ancient times, those who governed nations necessarily established systems to achieve prosperity in their era. However, during founding periods, there was no time for such establishment. It had to wait until stability was achieved. Thus, when Kings Wen and Wu founded Zhou, ceremonies and music were completed under King Cheng. In Han, from Emperor Gao through Emperors Wen and Jing, many ceremonial matters remained incomplete. When Emperor Wu ascended, he promoted the Imperial Academy, reformed the calendar, changed official attire, and harmonized music. Then Han's systems were complete, with decrees and writings worth recording. Later critics compared Emperors Wen and Jing to Kings Cheng and Kang, but not to Emperor Wu - why? Since then, social order has declined. Tang and Song could not match ancient governance, with ceremonies and systems not worth discussing. Our Supreme King divinely founded this nation with grand vision. The current sovereign, with unprecedented wisdom and learning, maintains stability and achieves peace. Now is the time for ceremonies and music to flourish. Yet after years of gradual development, ceremonies and systems remain incomplete. Schools exist in the capital and provinces, but the Confucian temple remains unfinished and talent is scarce compared to ancient times. While ancestral rites have form and court ranks have order, sacrificial customs remain unchanged and music still follows previous dynasty's tunes. Court music uses female performers, and two pieces praising civil and military virtues are played at sacrifices but not temples. Official attire lacks standardization between public and private wear. Though ceremonial texts exist, details require constant revision. Shamanic practices persist despite banning superstition. Though corvée labor is abolished, complaints continue. To achieve governance rivaling Zhou's glory, bringing harmony between heaven and people, ending superstition, improving customs, and establishing lasting systems - there must be a way. You scholars who have long studied statecraft, please respond thoughtfully to fulfill our sovereign's wish to seek wisdom and achieve good governance."
Q6d07653ca513,,,,,,,
Qaa673c75ede4,,,,,,,
Q5cc9f2edf820,,,,,,,
Q314ca5817e15,論,闢四門,闢四門,사방의 문을 열다,Opening the Four Gates,사문을 열다,Opening the Four Gates
Qac238e3b2a5d,表,賀平安南,賀平安南,평안남도를 평정한 것을 축하함,Congratulations on pacifying southern Vietnam,평안남도의 평정을 축하함,Congratulations on pacifying Annam
Qcbf71d8ea77a,策,帝王立法定制,"王若曰, 古昔帝王, 立法定制, 必因時宜, 以隆至治。 唐、虞三代致治之道, 可得聞歟? 精一執中, 堯、舜、禹相授心法; 建中建極, 商湯、周武相傳心法。 曰精曰一, 其功何異? 曰執曰建, 其義何同? 謂之中, 則未至乎極, 謂之極, 則似過乎中。 二者將安所折衷歟? 揖讓征伐, 文質損益, 事與時異, 而同歸于治, 何歟? 漢、唐以降, _于宋、元, 代各有治, 其有合乎中道而可述者歟? 予以否德, _于一國臣民之上, 雖無德敎可以及民, 庶幾夙夜思致小康, 其於帝王之心之道, 蓋嘗有志而願學焉。 聽政之暇, 覽觀經籍, 究求厥旨, 而未知所以用力之方。 動靜云爲之際, 政敎法令之間, 豈無過與不及之差者乎? 其有過而當損者何事, 有不及而當益者何事歟? 今我國家, 創業未久, 而法制尙未備; 遷都未幾, 而力役尙未_。 政治之得失, 田里之休戚, 可言者多, 姑擧其大者言之。 銓遷欲其精也, 〔而〕 僥倖冒進之未除, 考績之法, 何以合宜歟? 田制欲其正也, 而多寡高下之不均, 踏驗之事, 果能無議歟? 賦役不可不均也, 隣保之制、號牌之設, 何者可行? 漕轉不可不急也, 海運之謀、陸輸之策, 何者可用歟? 衣冠法度, 悉遵華制, 而獨女服尙仍舊俗, 是果不得而盡革者歟? 冠婚喪制, 亦可盡從華制歟? 凡此數者, 施爲之道, 必有其宜。 伊欲使其不戾乎古而不駭於今, 其術安在? 思與賢俊, 共圖庶政, 親策子大夫于庭, 願聞爲治之說。 子大夫通經術識治體, 有志斯世久矣。 其於帝王存心出治之道, 當今立法定制之宜, 稽諸古訓, 酌乎時中, 高不務於苟難, 卑不流於汚淺, 各底所蘊, 悉著于篇。 予將親覽而致用焉。",제왕이 법을 세우고 제도를 정함,Imperial establishment of laws and systems,"왕은 이렇게 말씀하셨다. ""옛 제왕들은 법을 세우고 제도를 정할 때 반드시 시의적절함을 따라 태평성대를 이루었다. 당요, 우순, 삼대의 통치 방법을 들을 수 있겠는가? 정일집중은 요, 순, 우가 서로 전한 심법이요, 건중건극은 상탕과 주무가 서로 전한 심법이다. '정'이니 '일'이니 하는 것은 그 공효가 어떻게 다른가? '집'이니 '건'이니 하는 것은 그 뜻이 어떻게 같은가? '중'이라 하면 '극'에 이르지 못하고, '극'이라 하면 '중'을 지나친 것 같다. 이 둘을 어떻게 절충할 것인가? 예양과 정벌, 문과 질의 가감이 시대에 따라 다르지만 모두 좋은 정치로 귀결되는 것은 왜인가? 한당 이래로 송원에 이르기까지 각 시대마다 좋은 정치가 있었는데, 중도에 부합하여 말할 만한 것이 있는가? 내가 덕이 없으면서 한 나라의 신하와 백성 위에 있어, 비록 백성에게 미칠 덕교는 없으나 밤낮으로 소강을 이루고자 생각하니, 제왕의 마음가짐과 도에 대해 뜻을 두고 배우고자 한다. 정무를 보는 틈틈이 경적을 살펴보고 그 뜻을 연구하였으나 아직 힘쓸 방도를 알지 못하겠다. 동정과 언행의 사이, 정교와 법령의 사이에 어찌 지나침과 미치지 못함의 차이가 없겠는가? 지나쳐서 줄여야 할 것은 무엇이며, 미치지 못해서 보태야 할 것은 무엇인가? 지금 우리나라는 창업한 지 얼마 되지 않아 법제가 아직 갖춰지지 않았고, 천도한 지 얼마 되지 않아 역사가 아직 안정되지 않았다. 정치의 득실과 백성의 휴식에 대해 말할 것이 많으나, 우선 큰 것만 들어 말하겠다. 관리 선발은 정밀하기를 바라나 요행과 무분별한 승진이 아직 없어지지 않았으니, 고과의 법을 어떻게 하면 적절하게 할 수 있겠는가? 전제는 바르기를 바라나 많고 적음과 높고 낮음이 고르지 않으니, 답험의 일이 과연 논란이 없을 수 있겠는가? 부역은 균등하지 않을 수 없으니, 인보제도와 호패의 설치 중 어느 것을 시행할 수 있겠는가? 조운은 시급하지 않을 수 없으니, 해운의 계책과 육운","The king says: Ancient rulers, when establishing laws and institutions, always considered the circumstances of their times to achieve good governance. May I hear about the ways of governance during the times of Tang, Yu, and the Three Dynasties? Yao, Shun, and Yu passed down their principles of maintaining focus and balance; Shang Tang and Zhou Wu transmitted their principles of establishing the mean and ultimate. What is the difference between focus and establishment? What is common between maintaining and establishing? When we speak of the mean, it hasn't reached the ultimate; when we speak of the ultimate, it seems to exceed the mean. How can these two be reconciled? How is it that yielding and conquering, refinement and simplicity, though varying with time, all lead to good governance? From Han and Tang down to Song and Yuan, each dynasty had its own way of governance - were there any that achieved the middle way worth mentioning? Though I possess little virtue and lead this nation and its people, lacking virtue to educate them, I strive day and night to achieve modest prosperity and wish to learn the way of rulers' hearts. In my spare time from governing, I study the classics, seeking their meaning, yet unsure how to apply their teachings. In matters of action and stillness, politics and law, are there not excesses and deficiencies? What matters need reduction due to excess, and what matters need enhancement due to deficiency? Our nation is newly established, with incomplete institutions; the capital has recently moved, and labor duties are not yet settled. There is much to discuss about governance successes and failures, and the people's welfare - let us address the major points. Regarding official appointments, seeking excellence, yet favoritism persists - how can we properly evaluate performance? Regarding land system, seeking fairness, yet inequalities remain - can land surveys be without dispute? Taxes and labor must be equal - which system of neighborhood organization and registration should we implement? Transport is urgent - which is better, sea or land routes? While we follow Chinese customs in dress and regulations, women's clothing still follows old customs - must this remain unchanged? Should we completely adopt Chinese customs for ceremonies of coming of age, marriage, and mourning? All these matters must have appropriate solutions. How can we achieve change without betraying tradition or shocking the present? I wish to discuss governance with worthy officials, and question you ministers in court to hear your views on administration. You ministers, well-versed in classics and governance, have long been dedicated to this age. Regarding rulers' principles and current institutional needs, examine ancient teachings, consider current circumstances, neither pursuing the overly difficult nor falling into the shallow, and express your complete thoughts. I shall personally review and implement them."
Q80db3080c27d,,,,,,,
Q0a019b3ca8c9,,,,,,,
Q8dc1efb235fb,策,治道本末,王若曰。爲治之道。必有本末。行道之序。亦有先後。唐虞三代之治。本末先後。可得言其詳歟。孔子曰。殷因於夏禮。所損益可知也。周因於殷禮。所損益可知也。以禹湯文武之聖。其所損益之不同。何也。三代以降。稱善治者。漢唐宋而已。亦有本末先後之可言歟。漢a006_471b繼於秦。唐繼於隋。宋繼於柴周。其亦有損益而已歟。惟我國家。承前朝衰亂之季。皇考太祖。拯民塗炭之中。創業垂統。予以否德。繼述惟謹。夙夜不敢遑寧。期致乂治。然而民心習俗。尙循前朝之舊。可得無所損益而能治歟。若之何則陰陽和而風雨時。朝廷正而習俗美歟。若之何則賦役均而民_足。軍政修而士卒精。詞訟簡而_抑伸歟。若之何則民有定居而流亡歸。民不益賦而用度裕歟。三代以上之治道。可得施其萬一歟。諸子素有講論。必知其說。陳之無隱。,정치의 근본과 끝,The fundamentals and details of governance,"왕이 말씀하시기를, ""다스림의 도에는 반드시 근본과 말단이 있고, 도를 행하는 순서에도 또한 선후가 있다. 당우와 삼대의 다스림에서 근본과 말단, 선후에 대해 자세히 말할 수 있는가? 공자가 말하기를 '은나라는 하나라의 예를 따랐으니 더하고 덜한 것을 알 수 있고, 주나라는 은나라의 예를 따랐으니 더하고 덜한 것을 알 수 있다' 하였는데, 우, 탕, 문, 무의 성스러움으로도 더하고 덜한 것이 같지 않은 것은 무엇 때문인가? 삼대 이후로 선정이라 일컫는 것은 한, 당, 송뿐이니, 또한 근본과 말단, 선후에 대해 말할 만한 것이 있는가? 한은 진을 이었고, 당은 수를 이었으며, 송은 후주를 이었으니, 이 또한 더하고 덜한 것이 있을 뿐인가? 우리나라는 이전 왕조의 쇠란한 말기를 이어받아, 황고 태조께서 도탄에 빠진 백성을 구하시고 기업을 열어 통치를 하셨다. 내가 부덕하나마 계승하여 삼가 이어받아 밤낮으로 감히 편안히 지내지 않고 다스림에 이르고자 하나, 민심과 풍속이 아직도 이전 왕조의 옛 것을 따르니, 더하고 덜함이 없이 능히 다스릴 수 있겠는가? 어떻게 해야 음양이 조화롭고 풍우가 때맞추며, 조정이 바르고 풍속이 아름다워질 것인가? 어떻게 해야 부역이 고르고 백성이 넉넉하며, 군정이 닦여 군사가 정예화되고, 소송이 간단해져 억울함이 펴질 것인가? 어떻게 해야 백성이 정착하여 유망한 자들이 돌아오고, 백성의 부담을 늘리지 않고도 재용이 풍족할 것인가? 삼대 이전의 다스림의 도를 만분의 일이라도 시행할 수 있겠는가? 제공들은 평소 강론함이 있어 반드시 그 설명을 알 것이니, 숨김없이 진술하라.""","The king said: ""The way of governance must have its fundamentals and details. The sequence of implementing the way also has its priorities. Regarding the governance of Tang, Yu, and the Three Dynasties, can you explain their fundamentals, details, and priorities?""

Confucius replied: ""The Yin Dynasty inherited from the Xia rituals, and we can know what was added and removed. The Zhou Dynasty inherited from the Yin rituals, and we can know what was added and removed. Despite the wisdom of Yu, Tang, Wen, and Wu, why were their additions and removals different? Since the Three Dynasties, those praised for good governance were only Han, Tang, and Song. Can we also discuss their fundamentals and priorities? Han succeeded Qin, Tang succeeded Sui, and Song succeeded Later Zhou - did they merely make additions and removals? Our dynasty inherited from the previous dynasty's decline and chaos. The imperial ancestor established the foundation and passed down the legacy. I, despite my inadequate virtue, carefully continue this legacy, not daring to rest day or night, aiming for good governance. However, people's hearts and customs still follow the old ways of the previous dynasty. Can we achieve good governance without making any changes? How can we achieve harmony of yin and yang, timely wind and rain, proper court conduct, and beautiful customs? How can we achieve fair taxation and satisfied people, refined military affairs and excellent soldiers, simple litigation and proper justice? How can we achieve settled residences for people who return from wandering, and sufficient resources without increasing taxes? Can we implement even a fraction of the governance methods from before the Three Dynasties? You scholars have discussed these matters, and must know the explanations. Present them without concealment."""
Q559d78b4d59c,策,天人相感之道,"王若曰：天人相感之理, 可得而言其詳歟？ 從古以來, 治亂循環, 其不能長治而久安者, 何歟？堯舜禹湯文武之爲君, 其所以與天相應者, 何道歟？ 漢之_光, 宋之太祖, 其所以與天相感者, 又何道歟？ _水之治, 桑林之禱, 西土之顯, 何其應之遲, 而_水之風沙, __之_合, 陳橋之日光, 何其應之急歟？ 吾東方有國, 亦已久矣. 句_麗之日影鼈橋, 新羅之白馬金櫃, 亦可信其有感而致然歟？ 惟我太祖康獻大王, 應天順人, 奄有東方, 予以否德, 纘承丕緖, 敬天勤民, 無敢或遑, 若之何則二氣亘調, 萬物咸育, 天命以凝, 歷年以永歟？ 諸君子學聖經, 通古今, 陳之無隱.",하늘과 인간이 서로 감응하는 도리,The Way of Resonance Between Heaven and Humanity,"임금이 이렇게 말씀하셨다: ""하늘과 인간이 서로 감응하는 이치를 자세히 말할 수 있겠는가? 예로부터 치란이 순환하여 오래도록 다스리고 평안할 수 없었던 것은 무엇 때문인가? 요순우탕문무가 군주가 되어 하늘과 서로 응한 것은 어떤 도였는가? 한나라 광무제와 송나라 태조가 하늘과 서로 감응한 것은 또한 어떤 도였는가? 탁수의 다스림과 상림의 기도, 서쪽 땅의 현상은 어찌하여 그 응함이 더디었으며, 탁수의 풍사와 진교의 일광은 어찌하여 그 응함이 급했는가? 우리 동방에도 나라가 있은 지 이미 오래되었다. 고구려의 일영별교와 신라의 백마금궤도 역시 감응하여 그렇게 된 것이라 믿을 수 있는가? 우리 태조 강헌대왕께서는 하늘에 응하고 백성을 순리대로 하여 동방을 차지하셨는데, 나의 부덕한 몸으로 큰 업을 이어받아 하늘을 공경하고 백성을 부지런히 하여 감히 게으르지 않으니, 어찌하여 음양이 조화롭고 만물이 잘 자라며 천명이 굳건하여 해가 오래도록 이어지는가? 여러 군자들은 성경을 배우고 고금을 통달하였으니 숨김없이 말하라.""","The king asked: ""Can we discuss in detail the principle of mutual resonance between Heaven and humans? Since ancient times, there has been a cycle of order and chaos - why has lasting peace and stability been so elusive? How did rulers like Yao, Shun, Yu, Tang, Wen, and Wu achieve harmony with Heaven? How did Han Guangwu and Song Taizu achieve resonance with Heaven? Why were responses from Heaven so slow for King Mu's governance, prayers at Sanglin, and manifestations in the Western Lands, yet so swift for King Mu's sandstorms, Liu Bang's convergence, and the sunlight at Chenqiao? Our Eastern land has existed for long - can we trust that the turtle bridge shadow of Goguryeo and the white horse and golden chest of Silla were indeed responses to sincere hearts? Our great founder, King Taejo, responded to Heaven's will and governed the people, thus claiming the East. I, despite my inadequacies, inherited this legacy and serve Heaven and people diligently without rest. How then shall the two forces remain in harmony, all things flourish, Heaven's mandate endure, and years stretch long? You learned scholars who study classics and know history, explain all this without concealment."""
