person_id,answer_id
1050,1050
1051,1051
1052,1052
1053,1053
1054,1054
1055,1055
1056,1056
1057,1057
1058,1058
1059,1059
1060,1060
1061,1061
1062,1062
1063,1063
1064,1064
1065,1065
1066,1066
1067,1067
1068,1068
1069,1069
1070,1070
1071,1071
1072,1072
1073,1073
1074,1074
1075,1075
1076,1076
1077,1077
1078,1078
1079,1079
1080,1080
1081,1081
1082,1082
1083,1083
1084,1084
1085,1085
1086,1086
1087,1087
1088,1088
1089,1089
1090,1090
1091,1091
1092,1092
1093,1093
1094,1094
1095,1095
1096,1096
1097,1097
1098,1098
1099,1099
1100,1100
1101,1101
1102,1102
1103,1103
1104,1104
1105,1105
1106,1106
1107,1107
1108,1108
1109,1109
1110,1110
1111,1111
1112,1112
1113,1113
1114,1114
1115,1115
1116,1116
1117,1117
1118,1118
1119,1119
1120,1120
1121,1121
1122,1122
1123,1123
1124,1124
1125,1125
1126,1126
1127,1127
1128,1128
1129,1129
1130,1130
1131,1131
1132,1132
1133,1133
1134,1134
1135,1135
1136,1136
1137,1137
1138,1138
1139,1139
1140,1140
1141,1141
1142,1142
1143,1143
1144,1144
1145,1145
1146,1146
1147,1147
1148,1148
1149,1149
1150,1150
1151,1151
1152,1152
1153,1153
1154,1154
1155,1155
1156,1156
1157,1157
1158,1158
1159,1159
1160,1160
1161,1161
1162,1162
1163,1163
1164,1164
1165,1165
1166,1166
1167,1167
1168,1168
1169,1169
1170,1170
1171,1171
1172,1172
1173,1173
1174,1174
1175,1175
1176,1176
1177,1177
1178,1178
1179,1179
1180,1180
1181,1181
1182,1182
1183,1183
1184,1184
1185,1185
1186,1186
1187,1187
1188,1188
1189,1189
1190,1190
1191,1191
1192,1192
1193,1193
1194,1194
1195,1195
1196,1196
1197,1197
1198,1198
1199,1199
1200,1200
1201,1201
1202,1202
1203,1203
1204,1204
1205,1205
1206,1206
1207,1207
1208,1208
1209,1209
1210,1210
1211,1211
1212,1212
1213,1213
1214,1214
1215,1215
1216,1216
1217,1217
1218,1218
1219,1219
1220,1220
1221,1221
1222,1222
1223,1223
1224,1224
1225,1225
1226,1226
1227,1227
1228,1228
1229,1229
1230,1230
1231,1231
1232,1232
1233,1233
1234,1234
1235,1235
1236,1236
1237,1237
1238,1238
1239,1239
1240,1240
1241,1241
1242,1242
1243,1243
1244,1244
1245,1245
1246,1246
1247,1247
1248,1248
1249,1249
1250,1250
1251,1251
1252,1252
1253,1253
1254,1254
1255,1255
1256,1256
1257,1257
1258,1258
1259,1259
1260,1260
1261,1261
1262,1262
1263,1263
1264,1264
1265,1265
1266,1266
1267,1267
1268,1268
1269,1269
1270,1270
1271,1271
1272,1272
1273,1273
1274,1274
1275,1275
1276,1276
1277,1277
1278,1278
1279,1279
1280,1280
1281,1281
1282,1282
1283,1283
1284,1284
1285,1285
1286,1286
1287,1287
1288,1288
1289,1289
1290,1290
1291,1291
1292,1292
1293,1293
1294,1294
1295,1295
1296,1296
1297,1297
1298,1298
1299,1299
1300,1300
1301,1301
1302,1302
1303,1303
1304,1304
1305,1305
1306,1306
1307,1307
1308,1308
1309,1309
1310,1310
1311,1311
1312,1312
1313,1313
1314,1314
1315,1315
1316,1316
1317,1317
1318,1318
1319,1319
0,1320
1,1321
2,1322
3,1323
4,1324
5,1325
6,1326
7,1327
8,1328
9,1329
10,1330
11,1331
12,1332
13,1333
14,1334
15,1335
16,1336
17,1337
18,1338
19,1339
20,1340
21,1341
22,1342
23,1343
24,1344
25,1345
26,1346
27,1347
28,1348
29,1349
30,1350
31,1351
32,1352
33,1353
34,1354
35,1355
36,1356
37,1357
38,1358
39,1359
40,1360
41,1361
42,1362
43,1363
44,1364
45,1365
46,1366
47,1367
48,1368
49,1369
50,1370
51,1371
52,1372
53,1373
54,1374
55,1375
56,1376
57,1377
58,1378
59,1379
60,1380
61,1381
62,1382
63,1383
64,1384
65,1385
66,1386
67,1387
68,1388
69,1389
70,1390
71,1391
72,1392
73,1393
74,1394
75,1395
76,1396
77,1397
78,1398
79,1399
80,1400
81,1401
82,1402
83,1403
84,1404
85,1405
86,1406
87,1407
88,1408
89,1409
90,1410
91,1411
92,1412
93,1413
94,1414
95,1415
96,1416
97,1417
98,1418
99,1419
100,1420
101,1421
102,1422
103,1423
104,1424
105,1425
106,1426
107,1427
108,1428
109,1429
110,1430
111,1431
112,1432
113,1433
114,1434
115,1435
116,1436
117,1437
118,1438
119,1439
120,1440
121,1441
122,1442
123,1443
124,1444
125,1445
126,1446
127,1447
128,1448
129,1449
130,1450
131,1451
132,1452
133,1453
134,1454
135,1455
136,1456
137,1457
138,1458
139,1459
140,1460
141,1461
142,1462
143,1463
144,1464
145,1465
146,1466
147,1467
148,1468
149,1469
150,1470
151,1471
152,1472
153,1473
154,1474
155,1475
156,1476
157,1477
158,1478
159,1479
160,1480
161,1481
162,1482
163,1483
164,1484
165,1485
166,1486
167,1487
168,1488
169,1489
170,1490
171,1491
172,1492
173,1493
174,1494
175,1495
176,1496
177,1497
178,1498
179,1499
180,1500
181,1501
182,1502
183,1503
184,1504
185,1505
186,1506
187,1507
188,1508
189,1509
190,1510
191,1511
192,1512
193,1513
194,1514
195,1515
196,1516
197,1517
198,1518
199,1519
200,1520
201,1521
202,1522
203,1523
204,1524
205,1525
206,1526
207,1527
208,1528
209,1529
210,1530
211,1531
212,1532
213,1533
214,1534
215,1535
216,1536
217,1537
218,1538
219,1539
220,1540
221,1541
222,1542
223,1543
224,1544
225,1545
226,1546
227,1547
228,1548
229,1549
230,1550
231,1551
232,1552
233,1553
234,1554
235,1555
236,1556
237,1557
238,1558
239,1559
240,1560
241,1561
242,1562
243,1563
244,1564
245,1565
246,1566
247,1567
248,1568
249,1569
250,1570
251,1571
252,1572
253,1573
254,1574
255,1575
256,1576
257,1577
258,1578
259,1579
260,1580
261,1581
262,1582
263,1583
264,1584
265,1585
266,1586
267,1587
268,1588
269,1589
270,1590
271,1591
272,1592
273,1593
274,1594
275,1595
276,1596
277,1597
278,1598
279,1599
280,1600
281,1601
282,1602
283,1603
284,1604
285,1605
286,1606
287,1607
288,1608
289,1609
290,1610
291,1611
292,1612
293,1613
294,1614
295,1615
296,1616
297,1617
298,1618
299,1619
300,1620
301,1621
302,1622
303,1623
304,1624
305,1625
306,1626
307,1627
308,1628
309,1629
310,1630
311,1631
312,1632
313,1633
314,1634
315,1635
316,1636
317,1637
318,1638
319,1639
320,1640
321,1641
322,1642
323,1643
324,1644
325,1645
326,1646
327,1647
328,1648
329,1649
330,1650
331,1651
332,1652
333,1653
334,1654
335,1655
336,1656
337,1657
338,1658
339,1659
340,1660
341,1661
342,1662
343,1663
344,1664
345,1665
346,1666
347,1667
348,1668
349,1669
350,1670
351,1671
352,1672
353,1673
354,1674
355,1675
356,1676
357,1677
358,1678
359,1679
360,1680
361,1681
362,1682
363,1683
364,1684
365,1685
366,1686
367,1687
368,1688
369,1689
370,1690
371,1691
372,1692
373,1693
374,1694
375,1695
376,1696
377,1697
378,1698
379,1699
380,1700
381,1701
382,1702
383,1703
384,1704
385,1705
386,1706
387,1707
388,1708
389,1709
390,1710
391,1711
392,1712
393,1713
394,1714
395,1715
396,1716
397,1717
398,1718
399,1719
400,1720
401,1721
402,1722
403,1723
404,1724
405,1725
406,1726
407,1727
408,1728
409,1729
410,1730
411,1731
412,1732
413,1733
414,1734
415,1735
416,1736
417,1737
418,1738
419,1739
420,1740
421,1741
422,1742
423,1743
424,1744
425,1745
426,1746
427,1747
428,1748
429,1749
430,1750
431,1751
432,1752
433,1753
434,1754
435,1755
436,1756
437,1757
438,1758
439,1759
440,1760
441,1761
442,1762
443,1763
444,1764
445,1765
446,1766
447,1767
448,1768
449,1769
450,1770
451,1771
452,1772
453,1773
454,1774
455,1775
456,1776
457,1777
458,1778
459,1779
460,1780
461,1781
462,1782
463,1783
464,1784
465,1785
466,1786
467,1787
468,1788
469,1789
470,1790
471,1791
472,1792
473,1793
474,1794
475,1795
476,1796
477,1797
478,1798
479,1799
480,1800
481,1801
482,1802
483,1803
484,1804
485,1805
486,1806
487,1807
488,1808
489,1809
490,1810
491,1811
492,1812
493,1813
494,1814
495,1815
496,1816
497,1817
498,1818
499,1819
500,1820
501,1821
502,1822
503,1823
504,1824
505,1825
506,1826
507,1827
508,1828
509,1829
510,1830
511,1831
512,1832
513,1833
514,1834
515,1835
516,1836
517,1837
518,1838
519,1839
520,1840
521,1841
522,1842
523,1843
524,1844
525,1845
526,1846
527,1847
528,1848
529,1849
530,1850
531,1851
532,1852
533,1853
534,1854
535,1855
536,1856
537,1857
538,1858
539,1859
540,1860
541,1861
542,1862
543,1863
544,1864
545,1865
546,1866
547,1867
548,1868
549,1869
550,1870
551,1871
552,1872
553,1873
554,1874
555,1875
556,1876
557,1877
558,1878
559,1879
560,1880
561,1881
562,1882
563,1883
564,1884
565,1885
566,1886
567,1887
568,1888
569,1889
570,1890
571,1891
572,1892
573,1893
574,1894
575,1895
576,1896
577,1897
578,1898
579,1899
580,1900
581,1901
582,1902
583,1903
584,1904
585,1905
586,1906
587,1907
588,1908
589,1909
590,1910
591,1911
592,1912
593,1913
594,1914
595,1915
596,1916
597,1917
598,1918
599,1919
600,1920
601,1921
602,1922
603,1923
604,1924
605,1925
606,1926
607,1927
608,1928
609,1929
610,1930
611,1931
612,1932
613,1933
614,1934
615,1935
616,1936
617,1937
618,1938
619,1939
620,1940
621,1941
622,1942
623,1943
624,1944
625,1945
626,1946
627,1947
628,1948
629,1949
630,1950
631,1951
632,1952
633,1953
634,1954
635,1955
636,1956
637,1957
638,1958
639,1959
640,1960
641,1961
642,1962
643,1963
644,1964
645,1965
646,1966
647,1967
648,1968
649,1969
650,1970
651,1971
652,1972
653,1973
654,1974
655,1975
656,1976
657,1977
658,1978
659,1979
660,1980
661,1981
662,1982
663,1983
664,1984
665,1985
666,1986
667,1987
668,1988
669,1989
670,1990
671,1991
672,1992
673,1993
674,1994
675,1995
676,1996
677,1997
678,1998
679,1999
680,2000
681,2001
682,2002
683,2003
684,2004
685,2005
686,2006
687,2007
688,2008
689,2009
690,2010
691,2011
692,2012
693,2013
694,2014
695,2015
696,2016
697,2017
698,2018
699,2019
700,2020
701,2021
702,2022
703,2023
704,2024
705,2025
706,2026
707,2027
708,2028
709,2029
710,2030
711,2031
712,2032
713,2033
714,2034
715,2035
716,2036
717,2037
718,2038
719,2039
720,2040
721,2041
722,2042
723,2043
724,2044
725,2045
726,2046
727,2047
728,2048
729,2049
730,2050
731,2051
732,2052
733,2053
734,2054
735,2055
736,2056
737,2057
738,2058
739,2059
740,2060
741,2061
742,2062
743,2063
744,2064
745,2065
746,2066
747,2067
748,2068
749,2069
750,2070
751,2071
752,2072
753,2073
754,2074
755,2075
756,2076
757,2077
758,2078
759,2079
760,2080
761,2081
762,2082
763,2083
764,2084
765,2085
766,2086
767,2087
768,2088
769,2089
770,2090
771,2091
772,2092
773,2093
774,2094
775,2095
776,2096
777,2097
778,2098
779,2099
780,2100
781,2101
782,2102
783,2103
784,2104
785,2105
786,2106
787,2107
788,2108
789,2109
790,2110
791,2111
792,2112
793,2113
794,2114
795,2115
796,2116
797,2117
798,2118
799,2119
800,2120
801,2121
802,2122
803,2123
804,2124
805,2125
806,2126
807,2127
808,2128
809,2129
810,2130
811,2131
812,2132
813,2133
814,2134
815,2135
816,2136
817,2137
818,2138
819,2139
820,2140
821,2141
822,2142
823,2143
824,2144
825,2145
826,2146
827,2147
828,2148
829,2149
830,2150
831,2151
832,2152
833,2153
834,2154
835,2155
836,2156
837,2157
838,2158
839,2159
840,2160
841,2161
842,2162
843,2163
844,2164
845,2165
846,2166
847,2167
848,2168
849,2169
850,2170
851,2171
852,2172
853,2173
854,2174
855,2175
856,2176
857,2177
858,2178
859,2179
860,2180
861,2181
862,2182
863,2183
864,2184
865,2185
866,2186
867,2187
868,2188
869,2189
870,2190
871,2191
872,2192
873,2193
874,2194
875,2195
876,2196
877,2197
878,2198
879,2199
880,2200
881,2201
882,2202
883,2203
884,2204
885,2205
886,2206
887,2207
888,2208
889,2209
890,2210
891,2211
892,2212
893,2213
894,2214
895,2215
896,2216
897,2217
898,2218
899,2219
900,2220
901,2221
902,2222
903,2223
904,2224
905,2225
906,2226
907,2227
908,2228
909,2229
910,2230
911,2231
912,2232
913,2233
914,2234
915,2235
916,2236
917,2237
918,2238
919,2239
920,2240
921,2241
922,2242
923,2243
924,2244
925,2245
926,2246
927,2247
928,2248
929,2249
930,2250
931,2251
932,2252
933,2253
934,2254
935,2255
936,2256
937,2257
938,2258
939,2259
940,2260
941,2261
942,2262
943,2263
944,2264
945,2265
946,2266
947,2267
948,2268
949,2269
950,2270
951,2271
952,2272
953,2273
954,2274
955,2275
956,2276
957,2277
958,2278
959,2279
960,2280
961,2281
962,2282
963,2283
964,2284
965,2285
966,2286
967,2287
968,2288
969,2289
970,2290
971,2291
972,2292
973,2293
974,2294
975,2295
976,2296
977,2297
978,2298
979,2299
980,2300
981,2301
982,2302
983,2303
984,2304
985,2305
986,2306
987,2307
988,2308
989,2309
990,2310
991,2311
992,2312
993,2313
994,2314
995,2315
996,2316
997,2317
998,2318
999,2319
1000,2320
1001,2321
1002,2322
1003,2323
1004,2324
1005,2325
1006,2326
1007,2327
1008,2328
1009,2329
1010,2330
1011,2331
1012,2332
1013,2333
1014,2334
1015,2335
1016,2336
1017,2337
1018,2338
1019,2339
1020,2340
1021,2341
1022,2342
1023,2343
1024,2344
1025,2345
1026,2346
1027,2347
1028,2348
1029,2349
1030,2350
1031,2351
1032,2352
1033,2353
1034,2354
1035,2355
1036,2356
1037,2357
1038,2358
1039,2359
1040,2360
1041,2361
1042,2362
1043,2363
1044,2364
1045,2365
1046,2366
1047,2367
1048,2368
1049,2369
1050,2370
1051,2371
1052,2372
1053,2373
1054,2374
1055,2375
1056,2376
1057,2377
1058,2378
1059,2379
1060,2380
1061,2381
1062,2382
1063,2383
1064,2384
1065,2385
1066,2386
1067,2387
1068,2388
1069,2389
1070,2390
1071,2391
1072,2392
1073,2393
1074,2394
1075,2395
1076,2396
1077,2397
1078,2398
1079,2399
1080,2400
1081,2401
1082,2402
1083,2403
1084,2404
1085,2405
1086,2406
1087,2407
1088,2408
1089,2409
1090,2410
1091,2411
1092,2412
1093,2413
1094,2414
1095,2415
1096,2416
1097,2417
1098,2418
1099,2419
1100,2420
1101,2421
1102,2422
1103,2423
1104,2424
1105,2425
1106,2426
1107,2427
1108,2428
1109,2429
1110,2430
1111,2431
1112,2432
1113,2433
1114,2434
1115,2435
1116,2436
1117,2437
1118,2438
1119,2439
1120,2440
1121,2441
1122,2442
1123,2443
1124,2444
1125,2445
1126,2446
1127,2447
1128,2448
1129,2449
1130,2450
1131,2451
1132,2452
1133,2453
1134,2454
1135,2455
1136,2456
1137,2457
1138,2458
1139,2459
1140,2460
1141,2461
1142,2462
1143,2463
1144,2464
1145,2465
1146,2466
1147,2467
1148,2468
1149,2469
1150,2470
1151,2471
1152,2472
1153,2473
1154,2474
1155,2475
1156,2476
1157,2477
1158,2478
1159,2479
1160,2480
1161,2481
1162,2482
1163,2483
1164,2484
1165,2485
1166,2486
1167,2487
1168,2488
1169,2489
1170,2490
1171,2491
1172,2492
1173,2493
1174,2494
1175,2495
1176,2496
1177,2497
1178,2498
1179,2499
1180,2500
1181,2501
1182,2502
1183,2503
1184,2504
1185,2505
1186,2506
1187,2507
1188,2508
1189,2509
1190,2510
1191,2511
1192,2512
1193,2513
1194,2514
1195,2515
1196,2516
1197,2517
1198,2518
1199,2519
1200,2520
1201,2521
1202,2522
1203,2523
1204,2524
1205,2525
1206,2526
1207,2527
1208,2528
1209,2529
1210,2530
1211,2531
1212,2532
1213,2533
1214,2534
1215,2535
1216,2536
1217,2537
1218,2538
1219,2539
1220,2540
1221,2541
1222,2542
1223,2543
1224,2544
1225,2545
1226,2546
1227,2547
1228,2548
1229,2549
1230,2550
1231,2551
1232,2552
1233,2553
1234,2554
1235,2555
1236,2556
1237,2557
1238,2558
1239,2559
1240,2560
1241,2561
1242,2562
1243,2563
1244,2564
1245,2565
1246,2566
1247,2567
1248,2568
1249,2569
1250,2570
1251,2571
1252,2572
1253,2573
1254,2574
1255,2575
1256,2576
1257,2577
1258,2578
1259,2579
1260,2580
1261,2581
1262,2582
1263,2583
1264,2584
1265,2585
1266,2586
1267,2587
1268,2588
1269,2589
1270,2590
1271,2591
1272,2592
1273,2593
1274,2594
1275,2595
1276,2596
1277,2597
1278,2598
1279,2599
1280,2600
1281,2601
1282,2602
1283,2603
1284,2604
1285,2605
1286,2606
1287,2607
1288,2608
1289,2609
1290,2610
1291,2611
1292,2612
1293,2613
1294,2614
1295,2615
1296,2616
1297,2617
1298,2618
1299,2619
1300,2620
1301,2621
1302,2622
1303,2623
1304,2624
1305,2625
1306,2626
1307,2627
1308,2628
1309,2629
1310,2630
1311,2631
1312,2632
1313,2633
1314,2634
1315,2635
1316,2636
1317,2637
1318,2638
1319,2639
0,2640
1,2641
2,2642
3,2643
4,2644
5,2645
6,2646
7,2647
8,2648
9,2649
10,2650
11,2651
12,2652
13,2653
14,2654
15,2655
16,2656
17,2657
18,2658
19,2659
20,2660
21,2661
22,2662
23,2663
24,2664
25,2665
26,2666
27,2667
28,2668
29,2669
30,2670
31,2671
32,2672
33,2673
34,2674
35,2675
36,2676
37,2677
38,2678
39,2679
40,2680
41,2681
